type,id,lat,lon,timestamp,version,changeset,user,uid,tags/branch,tags/brand,tags/brand:en,tags/brand:ja,tags/brand:wikidata,tags/brand:wikipedia,tags/name,tags/name:en,tags/name:ja,tags/name:ja-Latn,tags/name:ja_kana,tags/name:ja_rm,tags/opening_hours,tags/shop,tags/smoking,tags/source,tags/wheelchair,tags/addr:full,tags/addr:postcode,tags/atm,tags/internet_access,tags/level,tags/name:ko,tags/official_name:en,tags/operator,tags/phone,tags/website,tags/check_date,tags/operator:en,tags/operator:ja,tags/addr:block_number,tags/addr:city,tags/addr:housenumber,tags/addr:neighbourhood,tags/addr:province,tags/contact:phone,tags/name:es,tags/name:fr,tags/name:zh,tags/addr:quarter,tags/start_date,tags/wikidata,tags/wikipedia,tags/addr:suburb,tags/contact:twitter,tags/email,tags/source:phone,tags/toilets:wheelchair,tags/layer,tags/int_name,tags/addr:floor,tags/addr:housename,tags/description,tags/operator:wikidata,tags/operator:wikipedia,tags/fixme,tags/alt_name,tags/air_conditioning,tags/currency:JPY,tags/fax,tags/internet_access:fee,tags/payment:cards,tags/payment:cash,tags/payment:coins,tags/payment:credit_cards,tags/toilets,tags/natural,tags/official_name,tags/official_name:ja,tags/wheelchair:description,tags/second_hand,tags/clothes,tags/cuisine,tags/branch:en,tags/branch:ja,tags/short_name,tags/wikimedia_commons,tags/alt_name:en,tags/addr:country,tags/addr:housename:en,tags/shop:anime,tags/shop:books,tags/shop:comic_goods,tags/shop:doujinshi,tags/shop:figurines,tags/shop:games,tags/shop:manga,tags/shop:music,tags/shop:videos,tags/delivery,tags/wifi,tags/fixme:ja,tags/building:levels,tags/addr:street,tags/amenity,tags/toilets:access,tags/note,tags/crossing,tags/crossing:island,tags/crossing:markings,tags/highway,tags/tactile_paving,tags/name:ru,tags/addr:city:en,tags/addr:neighbourhood:ja-Latn,tags/contact:fax,tags/shop:cosplay,tags/website:en,tags/tourism,tags/contact:facebook,tags/addr:room,tags/male,tags/payment:waon,tags/takeaway,tags/organic,tags/addr:flats,tags/contact:instagram,tags/sport,tags/internet_access:ssid,tags/name:ja-Hira,tags/outdoor_seating,tags/check_date:currency:XBT,tags/currency:XBT,tags/brand:ja-Latn,tags/contact:website,tags/level:ref,tags/addr:province:en,tags/beauty,tags/massage,tags/payment:mastercard,tags/payment:visa,tags/check_date:opening_hours,tags/opening_hours:signed,tags/service:vehicle:car_sales,tags/service:vehicle:used_car_sales,tags/memo,tags/brand:zh,tags/url,tags/disused:contact:facebook,tags/disused:contact:instagram,tags/bulk_purchase,tags/zero_waste,tags/name:nl,tags/diet:vegan,tags/craft,tags/network,tags/network:wikidata,tags/payment:american_express,tags/payment:diners_club,tags/payment:discover_card,tags/payment:jcb,tags/healthcare,tags/brand:website,tags/payment:alipay,tags/payment:au_pay,tags/payment:d_barai,tags/payment:edy,tags/payment:icsf,tags/payment:id,tags/payment:line_pay,tags/payment:merpay,tags/payment:nanaco,tags/payment:others,tags/payment:paypay,tags/payment:pitapa,tags/payment:quicpay,tags/payment:rakuten_pay,tags/payment:unionpay,tags/payment:wechat,tags/model,tags/image,tags/opening_hours:covid19,tags/copy_facility,tags/self_service,tags/branch:zh,tags/short_name:en,tags/short_name:ja,tags/books,tags/self_checkout,tags/payment:lightning,tags/payment:lightning_contactless,tags/payment:onchain,tags/payment:prepaid_ticket,tags/branch:es,tags/payment:jcoin_pay,tags/payment:smart_code,tags/payment:yucho_pay,tags/female,tags/payment:contactless,tags/addr:quarter:en,tags/source:opening_hours,tags/payment:debit_cards,tags/contact:line,tags/anime:costume,tags/checked_date,tags/clothes:costumes,tags/clothes:for,tags/contact:yelp,tags/payment:app,tags/payment:apple_pay,tags/payment:google_pay,tags/payment:notes,tags/trade,tags/indoor_seating,tags/toilets:disposal,tags/toilets:handwashing,tags/toilets:paper_supplied,tags/toilets:position,tags/addr:building,tags/addr:ward,tags/contact:tiktok,tags/description:en,tags/description:es,tags/description:fr,tags/description:ja,tags/description:ko,tags/fashion,nodes/0,nodes/1,nodes/2,nodes/3,nodes/4,nodes/5,nodes/6,nodes/7,nodes/8,nodes/9,nodes/10,nodes/11,nodes/12,nodes/13,nodes/14,nodes/15,nodes/16,nodes/17,nodes/18,nodes/19,nodes/20,nodes/21,nodes/22,nodes/23,nodes/24,nodes/25,nodes/26,nodes/27,nodes/28,nodes/29,nodes/30,nodes/31,nodes/32,nodes/33,tags/building,tags/building:material,tags/building:colour,tags/height,tags/roof:colour,tags/landuse,nodes/34,nodes/35,nodes/36,nodes/37,nodes/38,nodes/39,nodes/40,tags/old_name,tags/old_name:en,tags/building:levels:underground,nodes/41,nodes/42,nodes/43,nodes/44,nodes/45,nodes/46,nodes/47,nodes/48,nodes/49,tags/alt_name:ja-Hira,tags/alt_name:ja-Latn,tags/architect,tags/location,tags/hairdresser,nodes/50,nodes/51,nodes/52,nodes/53,nodes/54,nodes/55,tags/assembly_point:unable_to_move,tags/emergency,tags/indoor,tags/room,tags/name:he,tags/architect:wikidata,tags/building:wikidata,tags/contact:tripadvisor,tags/roof:shape,tags/survey:date,tags/information,tags/alt_name:fr,members/0/type,members/0/ref,members/0/role,members/1/type,members/1/ref,members/1/role,tags/type
node,5774562256,35.6716937,139.7086233,2018-07-21T08:16:32Z,1,60925540,butago,8580503,,,,,,,,,,,,,,leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5794967032,35.6742714,139.6680999,2021-12-07T02:05:00Z,6,114638808,wheelmap_visitor,290680,,セブン-イレブン,7-Eleven,セブン-イレブン,Q259340,en:7-Eleven,セブン-イレブン,7-Eleven,セブン-イレブン,,,,,convenience,,,yes,,,,,,,Seven-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5825258761,35.6638607,139.7000536,2018-08-11T13:15:19Z,1,61565545,KorBorNor,6066920,,,,,,,,Backdrop,,,,,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5844928880,35.6671639,139.6810469,2018-08-21T00:43:07Z,1,61839385,higa4,162590,,,,,,,Topia,,,,,,,massage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5844928881,35.6644826,139.6777886,2023-07-14T01:05:20Z,3,138484524,higa4,162590,,,,,,,トキワクリーニング,,,,,,,dry_cleaning,,,,,,,,,,,,,,2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5844928882,35.6667513,139.6808659,2023-07-14T01:05:20Z,3,138484524,higa4,162590,,,,,,,西村フローリスト,,,,,,,florist,,,,,,,,,,,,,,2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5844928883,35.6672668,139.6815503,2023-05-24T15:45:19Z,5,136506875,Jeoriga,6081943,渋谷上原二丁目店,LAWSON,LAWSON,ローソン,Q1557223,ja:ローソン,ローソン,Lawson,ローソン,Rōson,ろーそん,Rōson,,convenience,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5844929587,35.6663878,139.6804027,2021-07-23T07:59:48Z,2,108474562,keisim07,673405,,読売新聞,Yomiuri Shimbun,,Q645218,en:Yomiuri Shimbun,読売新聞,Yomiuri Shimbun,,,,,,newsagent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5858930493,35.6880578,139.698445,2025-05-23T05:32:30Z,6,166638468,gc27,7130304,新宿店,ゲーマーズ,Gamers,,,,ゲーマーズ,Gamers,ゲーマーズ,,,,10:00-20:00,hobby,,,,,151-0053,,,4,,,,+81 3-5308-0555,https://www.gamers.co.jp/shop/4145/,,,,10,渋谷区,1,代々木2丁目,東京都,,,,,,,,,,,,,,,,,新宿サンセイビル,,,,,,,,,,,,,,,,,,,,,,Shinjuku,,,,,JP,Shinjuku Sansei Building,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5890502741,35.6685261,139.6827359,2023-08-27T02:00:15Z,3,140433989,Puffoon,20119955,,,,,,,代々木上原整骨院,,,,,,"Mo,Tu,Th,Fr 09:00-12:00,15:00-19:30; Sa 09:00-13:00",massage,,,,,,,,0,,,,,,2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5890502748,35.6697368,139.682087,2018-09-07T10:40:02Z,1,62371014,higa4,162590,,,,,,,康腹堂,,,,,,,massage,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5890502749,35.6683345,139.6823582,2023-08-27T02:00:09Z,5,140433989,Puffoon,20119955,,,,,,,SAKAnoUE,,,,,,Th-Sa 11:00-19:00; We 15:00-19:00; Su 11:00-18:00,gift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5891352585,35.6562369,139.7050676,2018-09-14T02:27:42Z,2,62569888,Joanna01,8792412,,,,,,,渋谷サンスイPart1,Sansui Shibuya Part2,,,,,Tu-Fr 11:00-20:00; Sa-Su 11:00-19:00,outdoor,,,,,,,,,,,,+81 3-3400-3698,http://shibuya.sansui1902.jp,,,,,,3 Chome−16−2 1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5891353685,35.6563451,139.7048934,2018-09-07T17:24:11Z,1,62382521,Joanna01,8792412,,,,,,,サンスイ 渋谷店 Part 2 ,Sansui Shibuya Part2,,,,,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5894259185,35.6714559,139.7039609,2018-09-09T10:35:57Z,1,62420858,Li Xue,4164398,,,,,,,,WC,,,,,Mo-Su 10:30-20:30,clothes,,,,,,,,,,,,,https://gocart.jp/ap/s/s?fq=bd:GC080&top=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5896461385,35.6882756,139.698978,2023-11-04T02:30:19Z,2,143597286,b-jazz-bot,9451067,,,,,,,Komehyo Purchase Center,Komehyo Purchase 2nd Hand Store,,,,,Mo-Su 11:00-20:00,pawnbroker,,,,,,,,,,,,+81 3-5351-0488,https://www.komehyo.co.jp/store/kc-shinjuku-south,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5896569085,35.6628791,139.6988766,2018-09-10T15:16:44Z,1,62457942,Joanna01,8792412,,,,,,,渋谷公園通り店 買取フロア,ＫＯＭＥＨＹＯ,,,,,,pawnbroker,,,,,,,,,,,,+81 3-5784-1588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5905438186,35.6882475,139.6989762,2025-06-17T13:15:23Z,3,167738300,gc27,7130304,,,,,,,買取センター新宿南口,Komehyo Purchase Center,,,,,Mo-Su 11:00-20:00,pawnbroker,,,,,,,,,,,,+81 3-5351-0488,https://www.komehyo.co.jp/store/kc-shinjuku-south,,,,9,,5,代々木二丁目,東京都,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5905492185,35.6563261,139.7049296,2018-09-14T02:29:44Z,2,62569905,Joanna01,8792412,,,,,,,サンスイ 渋谷店 Part 2,Sansui Shibuya Part2,,,,,Tu-Fr 11:00-20:00; Sa-Su 11:00-19:00,outdoor,,,,,,,,,,,,+81 3-3400-0160,http://shibuya.sansui1902.jp,,,,,,3 Chome-16-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5905506485,35.6579944,139.6995691,2025-07-03T05:13:36Z,2,168425653,wheelmap_visitor,290680,,,,,,,楠本商店,Kusumoto,,,,,Mo-Su 10:00-20:00,pawnbroker,,,limited,,,,,,,,,+81 120-828-822,https://www.shibuya-kusumoto.co.jp,,,,,,1 Chome-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5905513886,35.660169,139.6983137,2024-11-11T23:54:20Z,4,159030705,fbcqa,22073332,渋谷店,大黒屋,Daikokuya,大黒屋,Q11442068,ja:大黒屋 (チケット),大黒屋,Daikokuya,大黒屋,,,,Mo-Su 11:00-20:00,pawnbroker,,,,,,,,-1;0;1;2;3,,,,+81 120-787-648,https://www.daikokuya78.com/shop/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5905524485,35.6604178,139.6976151,2024-11-11T23:54:20Z,5,159030705,fbcqa,22073332,,,,,,,KOMEHYO (コメ兵) 買取センター渋谷,Komehyo Kaitori Center Shibuya,,,,,Mo-Su 11:00-20:00,pawnbroker,,,,,,,,0;1,,,,+81 3-3780-0088,https://www.komehyo.co.jp/store/kc-shibuya,,,,,,,,,,Komehyo Kaitori Center Shibuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5914925645,35.6677567,139.6818617,2018-09-19T00:32:37Z,1,62713349,higa4,162590,,,,,,,Freres,,,,,,,hairdresser,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5914925648,35.6668108,139.6809139,2023-07-14T01:05:20Z,3,138484524,higa4,162590,,,,,,,大黒屋,,,,,,,clothes,,,,,,,,0,,,,,,2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5914925649,35.6673587,139.6812692,2018-09-19T00:32:37Z,1,62713349,higa4,162590,,,,,,,チクリン,,,,,,,hairdresser,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5914925650,35.6674755,139.6813923,2018-09-19T00:32:38Z,1,62713349,higa4,162590,,,,,,,マリ美容室,,,,,,,hairdresser,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5914925653,35.6665764,139.6803997,2023-07-14T01:05:20Z,3,138484524,higa4,162590,,,,,,,サカエヤ文具,,,,,,,stationery,,,,,,,,0,,,,,,2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5914925654,35.6666382,139.6807104,2023-07-14T01:05:20Z,3,138484524,higa4,162590,,,,,,,のまのま接骨院,,,,,,,massage,,,,,,,,0,,,,,,2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
